"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"000","CR1","CAD","SEK","2004-03-03","1","1","",
"000","CR1","CAD","SEK","2004-02-02","1","1","",
"000","CR1","CAD","SEK","2004-01-01","1","1","",
"000","CR1","CAD","USD","2004-12-12","1","1","",
"000","CR1","CAD","USD","2004-11-11","1","1","",
"000","CR1","CAD","USD","2004-10-10","1","1","",
"000","CR1","CAD","USD","2004-09-09","1","1","",
"000","CR1","CAD","USD","2004-08-08","1","1","",
"000","CR1","CAD","USD","2004-07-07","1","1","",
"000","CR1","CAD","USD","2004-06-06","1","1","",
"000","CR1","CAD","USD","2004-05-05","1","1","",
"000","CR1","CAD","USD","2004-04-04","1","1","",
"000","CR1","CAD","USD","2004-03-03","1","1","",
"000","CR1","CAD","USD","2004-02-02","1","1","",
"000","CR1","CAD","USD","2004-01-01","1","1","",
"000","CR1","CHF","CAD","2004-12-12","1","1","",
"000","CR1","CHF","CAD","2004-11-11","1","1","",
"000","CR1","CHF","CAD","2004-10-10","1","1","",
"000","CR1","CHF","CAD","2004-09-09","1","1","",
"000","CR1","CHF","CAD","2004-08-08","1","1","",
"000","CR1","CHF","CAD","2004-07-07","1","1","",
"000","CR1","CHF","CAD","2004-06-06","1","1","",
"000","CR1","CHF","CAD","2004-05-05","1","1","",
"000","CR1","CHF","CAD","2004-04-04","1","1","",
"000","CR1","CHF","CAD","2004-03-03","1","1","",
"000","CR1","CHF","CAD","2004-02-02","1","1","",
"000","CR1","CHF","CAD","2004-01-01","1","1","",
"000","CR1","CHF","EUR","2004-12-12","1","1","",
"000","CR1","CHF","EUR","2004-11-11","1","1","",
"000","CR1","CHF","EUR","2004-10-10","1","1","",
"000","CR1","CHF","EUR","2004-09-09","1","1","",
"000","CR1","CHF","EUR","2004-08-08","1","1","",
"000","CR1","CHF","EUR","2004-07-07","1","1","",
"000","CR1","CHF","EUR","2004-06-06","1","1","",
"000","CR1","CHF","EUR","2004-05-05","1","1","",
"000","CR1","CHF","EUR","2004-04-04","1","1","",
"000","CR1","CHF","EUR","2004-03-03","1","1","",
"000","CR1","CHF","EUR","2004-02-02","1","1","",
"000","CR1","CHF","EUR","2004-01-01","1","1","",
"000","CR1","CHF","GBP","2004-12-12","1","1","",
"000","CR1","CHF","GBP","2004-11-11","1","1","",
"000","CR1","CHF","GBP","2004-10-10","1","1","",
"000","CR1","CHF","GBP","2004-09-09","1","1","",
"000","CR1","CHF","GBP","2004-08-08","1","1","",
"000","CR1","CHF","GBP","2004-07-07","1","1","",
"000","CR1","CHF","GBP","2004-06-06","1","1","",
"000","CR1","CHF","GBP","2004-05-05","1","1","",
"000","CR1","CHF","GBP","2004-04-04","1","1","",
"000","CR1","CHF","GBP","2004-03-03","1","1","",
"000","CR1","CHF","GBP","2004-02-02","1","1","",
"000","CR1","CHF","GBP","2004-01-01","1","1","",
"000","CR1","CHF","HUF","2004-12-12","1","1","",
"000","CR1","CHF","HUF","2004-11-11","1","1","",
"000","CR1","CHF","HUF","2004-10-10","1","1","",
"000","CR1","CHF","HUF","2004-09-09","1","1","",
"000","CR1","CHF","HUF","2004-08-08","1","1","",
"000","CR1","CHF","HUF","2004-07-07","1","1","",
"000","CR1","CHF","HUF","2004-06-06","1","1","",
"000","CR1","CHF","HUF","2004-05-05","1","1","",
"000","CR1","CHF","HUF","2004-04-04","1","1","",
"000","CR1","CHF","HUF","2004-03-03","1","1","",
"000","CR1","CHF","HUF","2004-02-02","1","1","",
"000","CR1","CHF","HUF","2004-01-01","1","1","",
"000","CR1","CHF","JPY","2004-12-12","1","100","",
"000","CR1","CHF","JPY","2004-11-11","1","100","",
"000","CR1","CHF","JPY","2004-10-10","1","100","",
"000","CR1","CHF","JPY","2004-09-09","1","100","",
"000","CR1","CHF","JPY","2004-08-08","1","100","",
"000","CR1","CHF","JPY","2004-07-07","1","100","",
"000","CR1","CHF","JPY","2004-06-06","1","100","",
"000","CR1","CHF","JPY","2004-05-05","1","100","",
"000","CR1","CHF","JPY","2004-04-04","1","100","",
"000","CR1","CHF","JPY","2004-03-03","1","100","",
"000","CR1","CHF","JPY","2004-02-02","1","100","",
"000","CR1","CHF","JPY","2004-01-01","1","100","",
"000","CR1","CHF","NOK","2004-12-12","1","1","",
"000","CR1","CHF","NOK","2004-11-11","1","1","",
"000","CR1","CHF","NOK","2004-10-10","1","1","",
"000","CR1","CHF","NOK","2004-09-09","1","1","",
"000","CR1","CHF","NOK","2004-08-08","1","1","",
"000","CR1","CHF","NOK","2004-07-07","1","1","",
"000","CR1","CHF","NOK","2004-06-06","1","1","",
"000","CR1","CHF","NOK","2004-05-05","1","1","",
"000","CR1","CHF","NOK","2004-04-04","1","1","",
"000","CR1","CHF","NOK","2004-03-03","1","1","",
"000","CR1","CHF","NOK","2004-02-02","1","1","",
"000","CR1","CHF","NOK","2004-01-01","1","1","",
"000","CR1","CHF","RUB","2004-12-12","1","1","",
"000","CR1","CHF","RUB","2004-11-11","1","1","",
"000","CR1","CHF","RUB","2004-10-10","1","1","",
"000","CR1","CHF","RUB","2004-09-09","1","1","",
"000","CR1","CHF","RUB","2004-08-08","1","1","",
"000","CR1","CHF","RUB","2004-07-07","1","1","",
"000","CR1","CHF","RUB","2004-06-06","1","1","",
"000","CR1","CHF","RUB","2004-05-05","1","1","",
"000","CR1","CHF","RUB","2004-04-04","1","1","",
"000","CR1","CHF","RUB","2004-03-03","1","1","",
"000","CR1","CHF","RUB","2004-02-02","1","1","",
"000","CR1","CHF","RUB","2004-01-01","1","1","",
"000","CR1","CHF","SEK","2004-12-12","1","1","",
"000","CR1","CHF","SEK","2004-11-11","1","1","",
"000","CR1","CHF","SEK","2004-10-10","1","1","",
"000","CR1","CHF","SEK","2004-09-09","1","1","",
"000","CR1","CHF","SEK","2004-08-08","1","1","",
"000","CR1","CHF","SEK","2004-07-07","1","1","",
"000","CR1","CHF","SEK","2004-06-06","1","1","",
"000","CR1","CHF","SEK","2004-05-05","1","1","",
"000","CR1","CHF","SEK","2004-04-04","1","1","",
"000","CR1","CHF","SEK","2004-03-03","1","1","",
"000","CR1","CHF","SEK","2004-02-02","1","1","",
"000","CR1","CHF","SEK","2004-01-01","1","1","",
"000","CR1","CHF","USD","2004-12-12","1","1","",
"000","CR1","CHF","USD","2004-11-11","1","1","",
"000","CR1","CHF","USD","2004-10-10","1","1","",
"000","CR1","CHF","USD","2004-09-09","1","1","",
"000","CR1","CHF","USD","2004-08-08","1","1","",
"000","CR1","CHF","USD","2004-07-07","1","1","",
"000","CR1","CHF","USD","2004-06-06","1","1","",
"000","CR1","CHF","USD","2004-05-05","1","1","",
"000","CR1","CHF","USD","2004-04-04","1","1","",
"000","CR1","CHF","USD","2004-03-03","1","1","",
"000","CR1","CHF","USD","2004-02-02","1","1","",
"000","CR1","CHF","USD","2004-01-01","1","1","",
"000","CR1","EUR","CAD","2004-12-12","1","1","",
"000","CR1","EUR","CAD","2004-11-11","1","1","",
"000","CR1","EUR","CAD","2004-10-10","1","1","",
"000","CR1","EUR","CAD","2004-09-09","1","1","",
"000","CR1","EUR","CAD","2004-08-08","1","1","",
"000","CR1","EUR","CAD","2004-07-07","1","1","",
"000","CR1","EUR","CAD","2004-06-06","1","1","",
"000","CR1","EUR","CAD","2004-05-05","1","1","",
"000","CR1","EUR","CAD","2004-04-04","1","1","",
"000","CR1","EUR","CAD","2004-03-03","1","1","",
"000","CR1","EUR","CAD","2004-02-02","1","1","",
"000","CR1","EUR","CAD","2004-01-01","1","1","",
"000","CR1","EUR","CHF","2004-12-12","1","1","",
"000","CR1","EUR","CHF","2004-11-11","1","1","",
"000","CR1","EUR","CHF","2004-10-10","1","1","",
"000","CR1","EUR","CHF","2004-09-09","1","1","",
"000","CR1","EUR","CHF","2004-08-08","1","1","",
"000","CR1","EUR","CHF","2004-07-07","1","1","",
"000","CR1","EUR","CHF","2004-06-06","1","1","",
"000","CR1","EUR","CHF","2004-05-05","1","1","",
"000","CR1","EUR","CHF","2004-04-04","1","1","",
"000","CR1","EUR","CHF","2004-03-03","1","1","",
"000","CR1","EUR","CHF","2004-02-02","1","1","",
"000","CR1","EUR","CHF","2004-01-01","1","1","",
"000","CR1","EUR","GBP","2004-12-12","1","1","",
"000","CR1","EUR","GBP","2004-11-11","1","1","",
"000","CR1","EUR","GBP","2004-10-10","1","1","",
"000","CR1","EUR","GBP","2004-09-09","1","1","",
"000","CR1","EUR","GBP","2004-08-08","1","1","",
"000","CR1","EUR","GBP","2004-07-07","1","1","",
"000","CR1","EUR","GBP","2004-06-06","1","1","",
"000","CR1","EUR","GBP","2004-05-05","1","1","",
"000","CR1","EUR","GBP","2004-04-04","1","1","",
"000","CR1","EUR","GBP","2004-03-03","1","1","",
"000","CR1","EUR","GBP","2004-02-02","1","1","",
"000","CR1","EUR","GBP","2004-01-01","1","1","",
"000","CR1","EUR","HUF","2004-12-12","1","1","",
"000","CR1","EUR","HUF","2004-11-11","1","1","",
"000","CR1","EUR","HUF","2004-10-10","1","1","",
"000","CR1","EUR","HUF","2004-09-09","1","1","",
"000","CR1","EUR","HUF","2004-08-08","1","1","",
"000","CR1","EUR","HUF","2004-07-07","1","1","",
"000","CR1","EUR","HUF","2004-06-06","1","1","",
"000","CR1","EUR","HUF","2004-05-05","1","1","",
"000","CR1","EUR","HUF","2004-04-04","1","1","",
"000","CR1","EUR","HUF","2004-03-03","1","1","",
"000","CR1","EUR","HUF","2004-02-02","1","1","",
"000","CR1","EUR","HUF","2004-01-01","1","1","",
"000","CR1","EUR","JPY","2004-12-12","1","100","",
"000","CR1","EUR","JPY","2004-11-11","1","100","",
"000","CR1","EUR","JPY","2004-10-10","1","100","",
"000","CR1","EUR","JPY","2004-09-09","1","100","",
"000","CR1","EUR","JPY","2004-08-08","1","100","",
"000","CR1","EUR","JPY","2004-07-07","1","100","",
"000","CR1","EUR","JPY","2004-06-06","1","100","",
"000","CR1","EUR","JPY","2004-05-05","1","100","",
"000","CR1","EUR","JPY","2004-04-04","1","100","",
"000","CR1","EUR","JPY","2004-03-03","1","100","",
"000","CR1","EUR","JPY","2004-02-02","1","100","",
"000","CR1","EUR","JPY","2004-01-01","1","100","",
"000","CR1","EUR","NOK","2004-12-12","1","1","",
"000","CR1","EUR","NOK","2004-11-11","1","1","",
"000","CR1","EUR","NOK","2004-10-10","1","1","",
"000","CR1","EUR","NOK","2004-09-09","1","1","",
"000","CR1","EUR","NOK","2004-08-08","1","1","",
"000","CR1","EUR","NOK","2004-07-07","1","1","",
"000","CR1","EUR","NOK","2004-06-06","1","1","",
"000","CR1","EUR","NOK","2004-05-05","1","1","",
"000","CR1","EUR","NOK","2004-04-04","1","1","",
"000","CR1","EUR","NOK","2004-03-03","1","1","",
"000","CR1","EUR","NOK","2004-02-02","1","1","",
"000","CR1","EUR","NOK","2004-01-01","1","1","",
"000","CR1","EUR","RUB","2004-12-12","1","1","",
"000","CR1","EUR","RUB","2004-11-11","1","1","",
"000","CR1","EUR","RUB","2004-10-10","1","1","",
"000","CR1","EUR","RUB","2004-09-09","1","1","",
"000","CR1","EUR","RUB","2004-08-08","1","1","",
"000","CR1","EUR","RUB","2004-07-07","1","1","",
"000","CR1","EUR","RUB","2004-06-06","1","1","",
"000","CR1","EUR","RUB","2004-05-05","1","1","",
"000","CR1","EUR","RUB","2004-04-04","1","1","",
"000","CR1","EUR","RUB","2004-03-03","1","1","",
"000","CR1","EUR","RUB","2004-02-02","1","1","",
"000","CR1","EUR","RUB","2004-01-01","1","1","",
"000","CR1","EUR","SEK","2004-12-12","1","1","",
"000","CR1","EUR","SEK","2004-11-11","1","1","",
"000","CR1","EUR","SEK","2004-10-10","1","1","",
"000","CR1","EUR","SEK","2004-09-09","1","1","",
"000","CR1","EUR","SEK","2004-08-08","1","1","",
"000","CR1","EUR","SEK","2004-07-07","1","1","",
"000","CR1","EUR","SEK","2004-06-06","1","1","",
"000","CR1","EUR","SEK","2004-05-05","1","1","",
"000","CR1","EUR","SEK","2004-04-04","1","1","",
"000","CR1","EUR","SEK","2004-03-03","1","1","",
"000","CR1","EUR","SEK","2004-02-02","1","1","",
"000","CR1","EUR","SEK","2004-01-01","1","1","",
"000","CR1","EUR","USD","2004-12-12","1","1","",
"000","CR1","EUR","USD","2004-11-11","1","1","",
"000","CR1","EUR","USD","2004-10-10","1","1","",
"000","CR1","EUR","USD","2004-09-09","1","1","",
"000","CR1","EUR","USD","2004-08-08","1","1","",
"000","CR1","EUR","USD","2004-07-07","1","1","",
"000","CR1","EUR","USD","2004-06-06","1","1","",
"000","CR1","EUR","USD","2004-05-05","1","1","",
"000","CR1","EUR","USD","2004-04-04","1","1","",
"000","CR1","EUR","USD","2004-03-03","1","1","",
"000","CR1","EUR","USD","2004-02-02","1","1","",
"000","CR1","EUR","USD","2004-01-01","1","1","",
"000","CR1","GBP","CAD","2004-12-12","1","1","",
"000","CR1","GBP","CAD","2004-11-11","1","1","",
"000","CR1","GBP","CAD","2004-10-10","1","1","",
"000","CR1","GBP","CAD","2004-09-09","1","1","",
"000","CR1","GBP","CAD","2004-08-08","1","1","",
"000","CR1","GBP","CAD","2004-07-07","1","1","",
"000","CR1","GBP","CAD","2004-06-06","1","1","",
"000","CR1","GBP","CAD","2004-05-05","1","1","",
"000","CR1","GBP","CAD","2004-04-04","1","1","",
"000","CR1","GBP","CAD","2004-03-03","1","1","",
"000","CR1","GBP","CAD","2004-02-02","1","1","",
"000","CR1","GBP","CAD","2004-01-01","1","1","",
"000","CR1","GBP","CHF","2004-12-12","1","1","",
"000","CR1","GBP","CHF","2004-11-11","1","1","",
"000","CR1","GBP","CHF","2004-10-10","1","1","",
"000","CR1","GBP","CHF","2004-09-09","1","1","",
"000","CR1","GBP","CHF","2004-08-08","1","1","",
"000","CR1","GBP","CHF","2004-07-07","1","1","",
"000","CR1","GBP","CHF","2004-06-06","1","1","",
"000","CR1","GBP","CHF","2004-05-05","1","1","",
"000","CR1","GBP","CHF","2004-04-04","1","1","",
"000","CR1","GBP","CHF","2004-03-03","1","1","",
"000","CR1","GBP","CHF","2004-02-02","1","1","",
"000","CR1","GBP","CHF","2004-01-01","1","1","",
"000","CR1","GBP","EUR","2004-12-12","1","1","",
"000","CR1","GBP","EUR","2004-11-11","1","1","",
"000","CR1","GBP","EUR","2004-10-10","1","1","",
"000","CR1","GBP","EUR","2004-09-09","1","1","",
"000","CR1","GBP","EUR","2004-08-08","1","1","",
"000","CR1","GBP","EUR","2004-07-07","1","1","",
"000","CR1","GBP","EUR","2004-06-06","1","1","",
"000","CR1","GBP","EUR","2004-05-05","1","1","",
"000","CR1","GBP","EUR","2004-04-04","1","1","",
"000","CR1","GBP","EUR","2004-03-03","1","1","",
"000","CR1","GBP","EUR","2004-02-02","1","1","",
"000","CR1","GBP","EUR","2004-01-01","1","1","",
"000","CR1","GBP","HUF","2004-12-12","1","1","",
"000","CR1","GBP","HUF","2004-11-11","1","1","",
"000","CR1","GBP","HUF","2004-10-10","1","1","",
"000","CR1","GBP","HUF","2004-09-09","1","1","",
"000","CR1","GBP","HUF","2004-08-08","1","1","",
"000","CR1","GBP","HUF","2004-07-07","1","1","",
"000","CR1","GBP","HUF","2004-06-06","1","1","",
"000","CR1","GBP","HUF","2004-05-05","1","1","",
"000","CR1","GBP","HUF","2004-04-04","1","1","",
"000","CR1","GBP","HUF","2004-03-03","1","1","",
"000","CR1","GBP","HUF","2004-02-02","1","1","",
"000","CR1","GBP","HUF","2004-01-01","1","1","",
"000","CR1","GBP","JPY","2004-12-12","1","100","",
"000","CR1","GBP","JPY","2004-11-11","1","100","",
"000","CR1","GBP","JPY","2004-10-10","1","100","",
"000","CR1","GBP","JPY","2004-09-09","1","100","",
"000","CR1","GBP","JPY","2004-08-08","1","100","",
"000","CR1","GBP","JPY","2004-07-07","1","100","",
"000","CR1","GBP","JPY","2004-06-06","1","100","",
"000","CR1","GBP","JPY","2004-05-05","1","100","",
"000","CR1","GBP","JPY","2004-04-04","1","100","",
"000","CR1","GBP","JPY","2004-03-03","1","100","",
"000","CR1","GBP","JPY","2004-02-02","1","100","",
"000","CR1","GBP","JPY","2004-01-01","1","100","",
"000","CR1","GBP","NOK","2004-12-12","1","1","",
"000","CR1","GBP","NOK","2004-11-11","1","1","",
"000","CR1","GBP","NOK","2004-10-10","1","1","",
"000","CR1","GBP","NOK","2004-09-09","1","1","",
"000","CR1","GBP","NOK","2004-08-08","1","1","",
"000","CR1","GBP","NOK","2004-07-07","1","1","",
"000","CR1","GBP","NOK","2004-06-06","1","1","",
"000","CR1","GBP","NOK","2004-05-05","1","1","",
"000","CR1","GBP","NOK","2004-04-04","1","1","",
"000","CR1","GBP","NOK","2004-03-03","1","1","",
"000","CR1","GBP","NOK","2004-02-02","1","1","",
"000","CR1","GBP","NOK","2004-01-01","1","1","",
"000","CR1","GBP","RUB","2004-12-12","1","1","",
"000","CR1","GBP","RUB","2004-11-11","1","1","",
"000","CR1","GBP","RUB","2004-10-10","1","1","",
"000","CR1","GBP","RUB","2004-09-09","1","1","",
"000","CR1","GBP","RUB","2004-08-08","1","1","",
"000","CR1","GBP","RUB","2004-07-07","1","1","",
"000","CR1","GBP","RUB","2004-06-06","1","1","",
"000","CR1","GBP","RUB","2004-05-05","1","1","",
"000","CR1","GBP","RUB","2004-04-04","1","1","",
"000","CR1","GBP","RUB","2004-03-03","1","1","",
"000","CR1","GBP","RUB","2004-02-02","1","1","",
"000","CR1","GBP","RUB","2004-01-01","1","1","",
"000","CR1","GBP","SEK","2004-12-12","1","1","",
"000","CR1","GBP","SEK","2004-11-11","1","1","",
"000","CR1","GBP","SEK","2004-10-10","1","1","",
"000","CR1","GBP","SEK","2004-09-09","1","1","",
"000","CR1","GBP","SEK","2004-08-08","1","1","",
"000","CR1","GBP","SEK","2004-07-07","1","1","",
"000","CR1","GBP","SEK","2004-06-06","1","1","",
"000","CR1","GBP","SEK","2004-05-05","1","1","",
"000","CR1","GBP","SEK","2004-04-04","1","1","",
"000","CR1","GBP","SEK","2004-03-03","1","1","",
"000","CR1","GBP","SEK","2004-02-02","1","1","",
"000","CR1","GBP","SEK","2004-01-01","1","1","",
"000","CR1","GBP","USD","2004-12-12","1","1","",
"000","CR1","GBP","USD","2004-11-11","1","1","",
"000","CR1","GBP","USD","2004-10-10","1","1","",
"000","CR1","GBP","USD","2004-09-09","1","1","",
"000","CR1","GBP","USD","2004-08-08","1","1","",
"000","CR1","GBP","USD","2004-07-07","1","1","",
"000","CR1","GBP","USD","2004-06-06","1","1","",
"000","CR1","GBP","USD","2004-05-05","1","1","",
"000","CR1","GBP","USD","2004-04-04","1","1","",
"000","CR1","GBP","USD","2004-03-03","1","1","",
"000","CR1","GBP","USD","2004-02-02","1","1","",
"000","CR1","GBP","USD","2004-01-01","1","1","",
"000","CR1","HUF","CAD","2004-12-12","1","1","",
"000","CR1","HUF","CAD","2004-11-11","1","1","",
"000","CR1","HUF","CAD","2004-10-10","1","1","",
"000","CR1","HUF","CAD","2004-09-09","1","1","",
"000","CR1","HUF","CAD","2004-08-08","1","1","",
"000","CR1","HUF","CAD","2004-07-07","1","1","",
"000","CR1","HUF","CAD","2004-06-06","1","1","",
"000","CR1","HUF","CAD","2004-05-05","1","1","",
"000","CR1","HUF","CAD","2004-04-04","1","1","",
"000","CR1","HUF","CAD","2004-03-03","1","1","",
"000","CR1","HUF","CAD","2004-02-02","1","1","",
"000","CR1","HUF","CAD","2004-01-01","1","1","",
"000","CR1","HUF","CHF","2004-12-12","1","1","",
"000","CR1","HUF","CHF","2004-11-11","1","1","",
"000","CR1","HUF","CHF","2004-10-10","1","1","",
"000","CR1","HUF","CHF","2004-09-09","1","1","",
"000","CR1","HUF","CHF","2004-08-08","1","1","",
"000","CR1","HUF","CHF","2004-07-07","1","1","",
"000","CR1","HUF","CHF","2004-06-06","1","1","",
"000","CR1","HUF","CHF","2004-05-05","1","1","",
"000","CR1","HUF","CHF","2004-04-04","1","1","",
"000","CR1","HUF","CHF","2004-03-03","1","1","",
"000","CR1","HUF","CHF","2004-02-02","1","1","",
"000","CR1","HUF","CHF","2004-01-01","1","1","",
"000","CR1","HUF","EUR","2004-12-12","1","1","",
"000","CR1","HUF","EUR","2004-11-11","1","1","",
"000","CR1","HUF","EUR","2004-10-10","1","1","",
"000","CR1","HUF","EUR","2004-09-09","1","1","",
"000","CR1","HUF","EUR","2004-08-08","1","1","",
"000","CR1","HUF","EUR","2004-07-07","1","1","",
"000","CR1","HUF","EUR","2004-06-06","1","1","",
"000","CR1","HUF","EUR","2004-05-05","1","1","",
"000","CR1","HUF","EUR","2004-04-04","1","1","",
"000","CR1","HUF","EUR","2004-03-03","1","1","",
"000","CR1","HUF","EUR","2004-02-02","1","1","",
"000","CR1","HUF","EUR","2004-01-01","1","1","",
"000","CR1","HUF","GBP","2004-12-12","1","1","",
"000","CR1","HUF","GBP","2004-11-11","1","1","",
"000","CR1","HUF","GBP","2004-10-10","1","1","",
"000","CR1","HUF","GBP","2004-09-09","1","1","",
"000","CR1","HUF","GBP","2004-08-08","1","1","",
"000","CR1","HUF","GBP","2004-07-07","1","1","",
"000","CR1","HUF","GBP","2004-06-06","1","1","",
"000","CR1","HUF","GBP","2004-05-05","1","1","",
"000","CR1","HUF","GBP","2004-04-04","1","1","",
"000","CR1","HUF","GBP","2004-03-03","1","1","",
"000","CR1","HUF","GBP","2004-02-02","1","1","",
"000","CR1","HUF","GBP","2004-01-01","1","1","",
"000","CR1","HUF","JPY","2004-12-12","1","100","",
"000","CR1","HUF","JPY","2004-11-11","1","100","",
"000","CR1","HUF","JPY","2004-10-10","1","100","",
"000","CR1","HUF","JPY","2004-09-09","1","100","",
"000","CR1","HUF","JPY","2004-08-08","1","100","",
"000","CR1","HUF","JPY","2004-07-07","1","100","",
"000","CR1","HUF","JPY","2004-06-06","1","100","",
"000","CR1","HUF","JPY","2004-05-05","1","100","",
"000","CR1","HUF","JPY","2004-04-04","1","100","",
"000","CR1","HUF","JPY","2004-03-03","1","100","",
"000","CR1","HUF","JPY","2004-02-02","1","100","",
"000","CR1","HUF","JPY","2004-01-01","1","100","",
"000","CR1","HUF","NOK","2004-12-12","1","1","",
"000","CR1","HUF","NOK","2004-11-11","1","1","",
"000","CR1","HUF","NOK","2004-10-10","1","1","",
"000","CR1","HUF","NOK","2004-09-09","1","1","",
"000","CR1","HUF","NOK","2004-08-08","1","1","",
"000","CR1","HUF","NOK","2004-07-07","1","1","",
"000","CR1","HUF","NOK","2004-06-06","1","1","",
"000","CR1","HUF","NOK","2004-05-05","1","1","",
"000","CR1","HUF","NOK","2004-04-04","1","1","",
"000","CR1","HUF","NOK","2004-03-03","1","1","",
"000","CR1","HUF","NOK","2004-02-02","1","1","",
"000","CR1","HUF","NOK","2004-01-01","1","1","",
"000","CR1","HUF","RUB","2004-12-12","1","1","",
"000","CR1","HUF","RUB","2004-11-11","1","1","",
"000","CR1","HUF","RUB","2004-10-10","1","1","",
"000","CR1","HUF","RUB","2004-09-09","1","1","",
"000","CR1","HUF","RUB","2004-08-08","1","1","",
"000","CR1","HUF","RUB","2004-07-07","1","1","",
"000","CR1","HUF","RUB","2004-06-06","1","1","",
"000","CR1","HUF","RUB","2004-05-05","1","1","",
"000","CR1","HUF","RUB","2004-04-04","1","1","",
"000","CR1","HUF","RUB","2004-03-03","1","1","",
"000","CR1","HUF","RUB","2004-02-02","1","1","",
"000","CR1","HUF","RUB","2004-01-01","1","1","",
"000","CR1","HUF","SEK","2004-12-12","1","1","",
"000","CR1","HUF","SEK","2004-11-11","1","1","",
"000","CR1","HUF","SEK","2004-10-10","1","1","",
"000","CR1","HUF","SEK","2004-09-09","1","1","",
"000","CR1","HUF","SEK","2004-08-08","1","1","",
"000","CR1","HUF","SEK","2004-07-07","1","1","",
"000","CR1","HUF","SEK","2004-06-06","1","1","",
"000","CR1","HUF","SEK","2004-05-05","1","1","",
"000","CR1","HUF","SEK","2004-04-04","1","1","",
"000","CR1","HUF","SEK","2004-03-03","1","1","",
"000","CR1","HUF","SEK","2004-02-02","1","1","",
"000","CR1","HUF","SEK","2004-01-01","1","1","",
"000","CR1","HUF","USD","2004-12-12","1","1","",
"000","CR1","HUF","USD","2004-11-11","1","1","",
"000","CR1","HUF","USD","2004-10-10","1","1","",
"000","CR1","HUF","USD","2004-09-09","1","1","",
"000","CR1","HUF","USD","2004-08-08","1","1","",
"000","CR1","HUF","USD","2004-07-07","1","1","",
"000","CR1","HUF","USD","2004-06-06","1","1","",
"000","CR1","HUF","USD","2004-05-05","1","1","",
"000","CR1","HUF","USD","2004-04-04","1","1","",
"000","CR1","HUF","USD","2004-03-03","1","1","",
"000","CR1","HUF","USD","2004-02-02","1","1","",
"000","CR1","HUF","USD","2004-01-01","1","1","",
"000","CR1","JPY","CAD","2004-12-12","100","1","",
"000","CR1","JPY","CAD","2004-11-11","100","1","",
"000","CR1","JPY","CAD","2004-10-10","100","1","",
"000","CR1","JPY","CAD","2004-09-09","100","1","",
"000","CR1","JPY","CAD","2004-08-08","100","1","",
"000","CR1","JPY","CAD","2004-07-07","100","1","",
"000","CR1","JPY","CAD","2004-06-06","100","1","",
"000","CR1","JPY","CAD","2004-05-05","100","1","",
"000","CR1","JPY","CAD","2004-04-04","100","1","",
"000","CR1","JPY","CAD","2004-03-03","100","1","",
"000","CR1","JPY","CAD","2004-02-02","100","1","",
"000","CR1","JPY","CAD","2004-01-01","100","1","",
"000","CR1","JPY","CHF","2004-12-12","100","1","",
"000","CR1","JPY","CHF","2004-11-11","100","1","",
"000","CR1","JPY","CHF","2004-10-10","100","1","",
"000","CR1","JPY","CHF","2004-09-09","100","1","",
"000","CR1","JPY","CHF","2004-08-08","100","1","",
"000","CR1","JPY","CHF","2004-07-07","100","1","",
"000","CR1","JPY","CHF","2004-06-06","100","1","",
"000","CR1","JPY","CHF","2004-05-05","100","1","",
"000","CR1","JPY","CHF","2004-04-04","100","1","",
"000","CR1","JPY","CHF","2004-03-03","100","1","",
"000","CR1","JPY","CHF","2004-02-02","100","1","",
"000","CR1","JPY","CHF","2004-01-01","100","1","",
"000","CR1","JPY","EUR","2004-12-12","100","1","",
"000","CR1","JPY","EUR","2004-11-11","100","1","",
"000","CR1","JPY","EUR","2004-10-10","100","1","",
"000","CR1","JPY","EUR","2004-09-09","100","1","",
"000","CR1","JPY","EUR","2004-08-08","100","1","",
